country,Continent_Name,time,status_id,reply_to_status_id
The Netherlands,Europe,20,91,7
The Netherlands,Europe,21,37,3
The Netherlands,Europe,22,12,1
The Netherlands,Europe,23,15,1
Togo,Africa,00,1,0
Togo,Africa,01,6,0
Togo,Africa,02,1,0
Togo,Africa,05,1,0
Togo,Africa,06,3,1
Togo,Africa,07,3,0
Togo,Africa,08,2,0
Togo,Africa,09,5,1
Togo,Africa,10,8,1
Togo,Africa,11,7,0
Togo,Africa,12,7,0
Togo,Africa,13,5,1
Togo,Africa,14,2,1
Togo,Africa,15,4,0
Togo,Africa,16,7,0
Togo,Africa,17,7,1
Togo,Africa,18,6,0
Togo,Africa,19,5,1
Togo,Africa,20,12,4
Togo,Africa,21,9,1
Togo,Africa,22,4,0
Tonga,Oceania,09,1,0
Trinidad and Tobago,North America,00,1,0
Trinidad and Tobago,North America,01,1,0
Trinidad and Tobago,North America,02,2,0
Trinidad and Tobago,North America,03,1,0
Trinidad and Tobago,North America,04,1,0
Trinidad and Tobago,North America,05,2,0
Trinidad and Tobago,North America,06,3,0
Trinidad and Tobago,North America,07,10,1
Trinidad and Tobago,North America,08,2,0
Trinidad and Tobago,North America,09,10,0
Trinidad and Tobago,North America,10,40,0
Trinidad and Tobago,North America,11,13,1
Trinidad and Tobago,North America,12,10,0
Trinidad and Tobago,North America,13,10,0
Trinidad and Tobago,North America,14,8,1
Trinidad and Tobago,North America,15,6,1
Trinidad and Tobago,North America,16,10,1
Trinidad and Tobago,North America,17,9,0
Trinidad and Tobago,North America,18,5,0
Trinidad and Tobago,North America,19,11,0
Trinidad and Tobago,North America,20,11,0
Trinidad and Tobago,North America,21,4,0
Trinidad and Tobago,North America,22,7,0
Trinidad and Tobago,North America,23,5,0
Tunisia,Africa,00,3,0
Tunisia,Africa,01,1,0
Tunisia,Africa,02,1,0
Tunisia,Africa,04,2,1
Tunisia,Africa,05,4,0
Tunisia,Africa,06,7,0
Tunisia,Africa,07,4,0
Tunisia,Africa,08,7,1
Tunisia,Africa,09,4,0
Tunisia,Africa,10,6,0
Tunisia,Africa,11,9,0
Tunisia,Africa,12,8,1
Tunisia,Africa,13,9,0
Tunisia,Africa,14,4,0
Tunisia,Africa,15,6,1
Tunisia,Africa,16,4,2
Tunisia,Africa,17,13,1
Tunisia,Africa,18,12,0
Tunisia,Africa,19,10,2
Tunisia,Africa,20,18,0
Tunisia,Africa,21,10,1
Tunisia,Africa,22,4,0
Tunisia,Africa,23,4,0
Turkey,Europe,00,87,2
Turkey,Europe,01,127,5
Turkey,Europe,02,171,4
Turkey,Europe,03,289,15
Turkey,Europe,04,393,18
Turkey,Europe,05,447,22
Turkey,Europe,06,552,30
Turkey,Europe,07,582,37
Turkey,Europe,08,608,15
Turkey,Europe,09,591,30
Turkey,Europe,10,532,17
Turkey,Europe,11,565,43
Turkey,Europe,12,613,31
Turkey,Europe,13,930,59
Turkey,Europe,14,901,41
Turkey,Europe,15,713,38
Turkey,Europe,16,739,29
Turkey,Europe,17,807,35
Turkey,Europe,18,891,42
Turkey,Europe,19,527,22
Turkey,Europe,20,287,16
Turkey,Europe,21,258,6
Turkey,Europe,22,156,4
Turkey,Europe,23,100,8
Turkmenistan,Asia,02,1,0
Turkmenistan,Asia,05,1,0
Turkmenistan,Asia,23,1,0
Turks and Caicos Islands,North America,10,1,0
Turks and Caicos Islands,North America,11,1,0
Turks and Caicos Islands,North America,13,1,0
Turks and Caicos Islands,North America,15,1,0
Turks and Caicos Islands,North America,16,1,0
Turks and Caicos Islands,North America,17,2,0
Turks and Caicos Islands,North America,18,1,0
Uganda,Africa,00,21,2
Uganda,Africa,01,55,7
Uganda,Africa,02,87,13
Uganda,Africa,03,106,10
Uganda,Africa,04,121,11
Uganda,Africa,05,92,19
Uganda,Africa,06,100,13
Uganda,Africa,07,112,20
Uganda,Africa,08,149,17
Uganda,Africa,09,117,12
Uganda,Africa,10,89,10
Uganda,Africa,11,98,13
Uganda,Africa,12,112,15
Uganda,Africa,13,98,14
Uganda,Africa,14,177,18
Uganda,Africa,15,190,22
Uganda,Africa,16,112,10
Uganda,Africa,17,91,11
Uganda,Africa,18,66,10
Uganda,Africa,19,30,6
Uganda,Africa,20,14,2
Uganda,Africa,21,14,5
Uganda,Africa,22,10,1
Uganda,Africa,23,12,1
Ukraine,Europe,02,3,0
Ukraine,Europe,03,3,0
Ukraine,Europe,04,11,0
Ukraine,Europe,05,9,0
Ukraine,Europe,06,15,0
Ukraine,Europe,07,11,0
Ukraine,Europe,08,20,2
Ukraine,Europe,09,7,1
Ukraine,Europe,10,5,0
Ukraine,Europe,11,8,0
Ukraine,Europe,12,12,1
Ukraine,Europe,13,12,1
Ukraine,Europe,14,8,1
Ukraine,Europe,15,7,1
Ukraine,Europe,16,16,0
Ukraine,Europe,17,13,0
Ukraine,Europe,18,7,0
Ukraine,Europe,19,4,0
Ukraine,Europe,20,3,0
Ukraine,Europe,21,1,0
Ukraine,Europe,22,2,0
United Arab Emirates,Asia,00,70,4
United Arab Emirates,Asia,01,82,12
United Arab Emirates,Asia,02,113,7
United Arab Emirates,Asia,03,101,7
United Arab Emirates,Asia,04,127,14
United Arab Emirates,Asia,05,103,9
United Arab Emirates,Asia,06,100,5
United Arab Emirates,Asia,07,80,3
United Arab Emirates,Asia,08,107,5
United Arab Emirates,Asia,09,88,7
United Arab Emirates,Asia,10,102,7
United Arab Emirates,Asia,11,119,5
United Arab Emirates,Asia,12,146,16
United Arab Emirates,Asia,13,144,10
United Arab Emirates,Asia,14,141,12
United Arab Emirates,Asia,15,116,15
United Arab Emirates,Asia,16,99,15
United Arab Emirates,Asia,17,58,2
United Arab Emirates,Asia,18,45,2
United Arab Emirates,Asia,19,43,2
United Arab Emirates,Asia,20,26,3
United Arab Emirates,Asia,21,35,1
United Arab Emirates,Asia,22,35,2
United Arab Emirates,Asia,23,43,3
United Kingdom,Europe,00,331,41
United Kingdom,Europe,01,206,20
United Kingdom,Europe,02,184,18
United Kingdom,Europe,03,288,41
United Kingdom,Europe,04,835,102
United Kingdom,Europe,05,1894,210
United Kingdom,Europe,06,3172,350
United Kingdom,Europe,07,3301,367
United Kingdom,Europe,08,2877,305
United Kingdom,Europe,09,2780,301
United Kingdom,Europe,10,2783,305
United Kingdom,Europe,11,2664,271
United Kingdom,Europe,12,2692,283
United Kingdom,Europe,13,2634,286
United Kingdom,Europe,14,3058,331
United Kingdom,Europe,15,3910,328
United Kingdom,Europe,16,3145,301
United Kingdom,Europe,17,2996,290
United Kingdom,Europe,18,3204,281
United Kingdom,Europe,19,2758,271
United Kingdom,Europe,20,2581,309
United Kingdom,Europe,21,1542,229
United Kingdom,Europe,22,874,132
United Kingdom,Europe,23,472,66
United States,North America,00,1966,231
United States,North America,01,3569,394
United States,North America,02,5329,581
United States,North America,03,7040,790
United States,North America,04,8224,877
United States,North America,05,9534,985
United States,North America,06,9917,1058
United States,North America,07,9513,935
United States,North America,08,9012,850
United States,North America,09,8849,932
United States,North America,10,8866,898
United States,North America,11,9474,1002
United States,North America,12,9852,1059
United States,North America,13,8769,880
United States,North America,14,8647,825
United States,North America,15,8157,838
United States,North America,16,7273,711
United States,North America,17,6145,669
United States,North America,18,4486,468
United States,North America,19,2999,321
United States,North America,20,2087,260
United States,North America,21,1533,188
United States,North America,22,1158,115
United States,North America,23,1255,148
United States Minor Outlying Islands,Oceania,05,8,0
Uruguay,South America,00,26,5
Uruguay,South America,01,10,0
Uruguay,South America,02,7,1
Uruguay,South America,03,4,1
Uruguay,South America,04,4,0
Uruguay,South America,05,7,3
Uruguay,South America,06,1,0
Uruguay,South America,07,5,1
Uruguay,South America,08,17,1
Uruguay,South America,09,26,4
Uruguay,South America,10,44,2
Uruguay,South America,11,42,3
Uruguay,South America,12,45,4
Uruguay,South America,13,45,3
Uruguay,South America,14,40,5
Uruguay,South America,15,36,6
Uruguay,South America,16,28,2
Uruguay,South America,17,39,1
Uruguay,South America,18,36,2
Uruguay,South America,19,73,8
Uruguay,South America,20,84,5
Uruguay,South America,21,47,2
Uruguay,South America,22,46,2
Uruguay,South America,23,27,5
Uzbekistan,Asia,00,1,0
Uzbekistan,Asia,02,1,0
Uzbekistan,Asia,03,2,0
Uzbekistan,Asia,06,1,0
Uzbekistan,Asia,07,1,0
Uzbekistan,Asia,09,2,0
Uzbekistan,Asia,10,1,0
Uzbekistan,Asia,11,2,0
Uzbekistan,Asia,12,1,0
Uzbekistan,Asia,13,1,0
Uzbekistan,Asia,14,2,0
Uzbekistan,Asia,15,3,2
Uzbekistan,Asia,17,1,0
Uzbekistan,Asia,22,1,0
Vanuatu,Oceania,00,1,0
Vanuatu,Oceania,07,1,0
Vanuatu,Oceania,11,2,0
Vanuatu,Oceania,12,1,0
Vanuatu,Oceania,13,1,0
Vanuatu,Oceania,18,2,0
Vanuatu,Oceania,20,1,0
Vanuatu,Oceania,21,4,0
Vanuatu,Oceania,22,1,0
Vatican City,Europe,04,1,0
Vatican City,Europe,06,2,0
Vatican City,Europe,08,1,0
Vatican City,Europe,10,2,0
Vatican City,Europe,11,1,0
Vatican City,Europe,12,1,0
Vatican City,Europe,13,2,0
Vatican City,Europe,14,1,0
Vatican City,Europe,15,1,0
Vatican City,Europe,16,4,0
Vatican City,Europe,17,5,0
Vatican City,Europe,19,2,0
Vatican City,Europe,20,2,0
Venezuela,South America,00,53,3
Venezuela,South America,01,32,3
Venezuela,South America,02,19,1
Venezuela,South America,03,13,1
Venezuela,South America,04,13,1
Venezuela,South America,05,23,2
Venezuela,South America,06,49,4
Venezuela,South America,07,94,10
Venezuela,South America,08,136,10
Venezuela,South America,09,144,14
Venezuela,South America,10,177,24
Venezuela,South America,11,173,12
Venezuela,South America,12,144,8
Venezuela,South America,13,183,19
Venezuela,South America,14,149,23
Venezuela,South America,15,163,17
Venezuela,South America,16,159,22
Venezuela,South America,17,153,13
Venezuela,South America,18,233,16
Venezuela,South America,19,232,21
Venezuela,South America,20,200,29
Venezuela,South America,21,147,12
Venezuela,South America,22,111,9
Venezuela,South America,23,81,10
Vietnam,Asia,00,13,0
Vietnam,Asia,01,22,2
Vietnam,Asia,02,13,1
Vietnam,Asia,03,12,3
Vietnam,Asia,04,22,0
Vietnam,Asia,05,21,1
Vietnam,Asia,06,13,2
Vietnam,Asia,07,15,3
Vietnam,Asia,08,14,1
Vietnam,Asia,09,11,0
Vietnam,Asia,10,10,0
Vietnam,Asia,11,6,0
Vietnam,Asia,12,3,0
Vietnam,Asia,13,5,2
Vietnam,Asia,14,1,0
Vietnam,Asia,17,4,0
Vietnam,Asia,18,15,0
Vietnam,Asia,19,12,1
Vietnam,Asia,20,11,0
Vietnam,Asia,21,14,0
Vietnam,Asia,22,15,1
Vietnam,Asia,23,15,3
"Virgin Islands, U.S.",North America,08,1,0
"Virgin Islands, U.S.",North America,10,2,2
"Virgin Islands, U.S.",North America,12,1,0
"Virgin Islands, U.S.",North America,14,2,0
"Virgin Islands, U.S.",North America,15,1,0
"Virgin Islands, U.S.",North America,17,1,0
"Virgin Islands, U.S.",North America,18,1,0
"Virgin Islands, U.S.",North America,22,1,0
Yemen,Asia,00,1,0
Yemen,Asia,02,1,0
Yemen,Asia,06,2,0
Yemen,Asia,08,1,1
Yemen,Asia,09,1,1
Yemen,Asia,10,3,0
Yemen,Asia,11,3,0
Yemen,Asia,13,4,0
Yemen,Asia,15,1,0
Yemen,Asia,16,2,0
Yemen,Asia,19,1,0
Yemen,Asia,20,1,0
Yemen,Asia,22,1,0
Yemen,Asia,23,1,0
Zambia,Africa,00,1,0
Zambia,Africa,01,1,0
Zambia,Africa,02,3,0
Zambia,Africa,03,19,2
Zambia,Africa,04,8,1
Zambia,Africa,05,15,3
Zambia,Africa,06,23,3
Zambia,Africa,07,7,1
Zambia,Africa,08,24,1
Zambia,Africa,09,16,2
Zambia,Africa,10,17,1
Zambia,Africa,11,8,0
Zambia,Africa,12,17,2
Zambia,Africa,13,12,2
Zambia,Africa,14,17,1
Zambia,Africa,15,16,1
Zambia,Africa,16,10,3
Zambia,Africa,17,10,1
Zambia,Africa,18,9,1
Zambia,Africa,19,5,0
Zambia,Africa,20,1,0
Zambia,Africa,21,1,0
Zimbabwe,Africa,00,3,1
Zimbabwe,Africa,02,6,0
Zimbabwe,Africa,03,16,1
Zimbabwe,Africa,04,24,3
Zimbabwe,Africa,05,42,9
Zimbabwe,Africa,06,40,17
Zimbabwe,Africa,07,32,6
Zimbabwe,Africa,08,33,6
Zimbabwe,Africa,09,30,6
Zimbabwe,Africa,10,25,4
Zimbabwe,Africa,11,36,9
Zimbabwe,Africa,12,23,5
Zimbabwe,Africa,13,25,6
Zimbabwe,Africa,14,21,6
Zimbabwe,Africa,15,30,7
Zimbabwe,Africa,16,28,10
Zimbabwe,Africa,17,24,4
Zimbabwe,Africa,18,25,5
Zimbabwe,Africa,19,14,3
Zimbabwe,Africa,20,15,1
Zimbabwe,Africa,21,11,1
Zimbabwe,Africa,22,3,0
Zimbabwe,Africa,23,2,0
